algorithm,scenario,workload,seed,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,std_delay_s,p5_delay_s,p95_delay_s,max_delay_s,mean_energy_j,median_energy_j,std_energy_j,p5_energy_j,p95_energy_j,max_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_count,collab_count,collaboration_ratio,coverage_failures,deadline_failures,action_sequence_sha256,run_id,checkpoint_path,checkpoint_sha256,realization_path,realization_sha256,git_commit
DDQN,corridor_2400m,30,49,300,297,3,0.99,1.903435597141072,1.460767242668389,1.5404591353608126,0.2207386300662788,5.121027639263782,6.27470321879477,3.629288735854548,0.42343360362549,4.754315962357584,0.1126124169344472,13.522183860432202,16.915642288399678,1.8568462728895667,0.0052371568633338555,0.04135216738817131,129,171,0.57,3,0,7eb97c193954762f6dfb5d1987104b5ea9736eadab222e24fec3870c7a32d1d5,phase7_DDQN_corridor_2400m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w30_seed42\checkpoint.pt,81e4754965ddc355df96e0be68e1bef03c5e9b4342b5be6a4267115f337f1ee9,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
Local,corridor_2400m,30,49,300,297,3,0.99,1.9077061626650353,1.4348989790824902,1.5341995245395013,0.20873432520369226,5.1316359438229275,6.144560335375285,0.2919160886899563,0.2929002220933696,0.1306489788319323,0.10122382565501255,0.4995615426003446,0.5341494260119369,1.823472546417921,0.0054736272645155406,0.0787599889825987,300,0,0.0,3,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_corridor_2400m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
Greedy,corridor_2400m,30,49,300,298,2,0.9933333333333333,1.9053074096288731,1.446258360506012,1.5405698212162189,0.2028546735382291,5.114703367566256,6.153369234421151,6.7476583444078395,6.647739272151135,4.188373571605881,0.187939845862443,13.448835975146782,16.68370642219243,1.8880299689750997,0.004927698826332727,0.012349741827440332,50,250,0.8333333333333334,2,0,c56262122b03a0a5a39dd99e6e60ec05795561d8ef97ee4c4d5ed93610341577,phase7_Greedy_corridor_2400m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
wo_md,corridor_2400m,30,49,300,297,3,0.99,1.989729506005309,1.524144697112205,1.5229004801388741,0.3840462440290077,5.155561156654182,6.274050634340083,7.7138863314754555,7.556773132058421,2.535201752842119,3.930020222473278,11.945631718132775,13.440426207156316,1.8976922488457761,0.0049131967216490624,0.08712406043788387,1,299,0.9966666666666667,3,0,47131f334804d38147521583587df545f5733362039d706558f3946b5a86d4ff,phase7_wo_md_corridor_2400m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
wo_tp,corridor_2400m,30,49,300,297,3,0.99,1.989729506005309,1.524144697112205,1.5229004801388741,0.3840462440290077,5.155561156654182,6.274050634340083,7.7138863314754555,7.556773132058421,2.535201752842119,3.930020222473278,11.945631718132775,13.440426207156316,1.8976922488457761,0.0049131967216490624,0.08712406043788387,1,299,0.9966666666666667,3,0,47131f334804d38147521583587df545f5733362039d706558f3946b5a86d4ff,phase7_wo_tp_corridor_2400m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
wo_co,corridor_2400m,30,49,300,297,3,0.99,1.9077061626650353,1.4348989790824902,1.5341995245395013,0.20873432520369226,5.1316359438229275,6.144560335375285,0.2919160886899563,0.2929002220933696,0.1306489788319323,0.10122382565501255,0.4995615426003446,0.5341494260119369,1.823472546417921,0.0054736272645155406,0.0787599889825987,300,0,0.0,3,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_corridor_2400m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed49.json,1e4923ce97c5e3104e6efb9d7711ffd828a6f726b25a2273cbb2ad869db6fd22,4e25265
CoTOP,corridor_2400m,30,50,300,296,4,0.9866666666666667,2.0452369701659303,1.6282838152460064,1.588321127217317,0.28860926596948827,5.54700806315844,6.28276994825723,8.088970248242456,8.216880115148335,2.5676621102107315,3.785696515920218,11.798429301090232,13.387552831620047,1.9696864240483238,0.0049731689185376245,0.07057737719906858,1,299,0.9966666666666667,4,0,0b5df35b1f1cc059337827301dc53e2ad1afc8d50ac7639e75617bbd6496382c,phase7_CoTOP_corridor_2400m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
DDQN,corridor_2400m,30,50,300,296,4,0.9866666666666667,1.969543418370491,1.5051806887713934,1.6123013205863201,0.18658476237721183,5.560293917158701,6.340290587083636,4.06181578884579,0.4592162041274021,5.054744066230759,0.11139327704240755,14.643207501173075,17.25073423608567,1.929414879454357,0.005400012063233362,0.03472852685290009,118,182,0.6066666666666667,4,0,30f17800d1e0d3689587bc7833a046b8d422cb6d1821dd76665b8703bfcd58ad,phase7_DDQN_corridor_2400m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w30_seed42\checkpoint.pt,81e4754965ddc355df96e0be68e1bef03c5e9b4342b5be6a4267115f337f1ee9,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
Local,corridor_2400m,30,50,300,296,4,0.9866666666666667,1.9767377352169633,1.5417362434183137,1.6008157956679652,0.1983820916360804,5.497800685911461,6.192265010086832,0.296149875189284,0.30223836176290886,0.12728963144263775,0.09204899962444806,0.49004877924688234,0.5269409506573272,1.8917582203177923,0.005544645859722121,0.0794348690394491,300,0,0.0,4,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_corridor_2400m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
Greedy,corridor_2400m,30,50,300,296,4,0.9866666666666667,1.976718976283673,1.5178706277970315,1.606615489602185,0.2174776462212655,5.539953149279489,6.296595189906786,7.328516056472342,7.1638467500416425,4.310090641349059,0.21718392092943084,14.522468289805367,17.282315069287662,1.9620818821306227,0.004988483737339901,0.009648610415710336,42,258,0.86,4,0,3e01ecdd00f41a684734b8b414249653365543ac965bab9fce8624549ae76117,phase7_Greedy_corridor_2400m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
wo_md,corridor_2400m,30,50,300,296,4,0.9866666666666667,2.0452369701659303,1.6282838152460064,1.588321127217317,0.28860926596948827,5.54700806315844,6.28276994825723,8.088970248242456,8.216880115148335,2.5676621102107315,3.785696515920218,11.798429301090232,13.387552831620047,1.9696864240483238,0.0049731689185376245,0.07057737719906858,1,299,0.9966666666666667,4,0,0b5df35b1f1cc059337827301dc53e2ad1afc8d50ac7639e75617bbd6496382c,phase7_wo_md_corridor_2400m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
wo_tp,corridor_2400m,30,50,300,296,4,0.9866666666666667,2.0452369701659303,1.6282838152460064,1.588321127217317,0.28860926596948827,5.54700806315844,6.28276994825723,8.088970248242456,8.216880115148335,2.5676621102107315,3.785696515920218,11.798429301090232,13.387552831620047,1.9696864240483238,0.0049731689185376245,0.07057737719906858,1,299,0.9966666666666667,4,0,0b5df35b1f1cc059337827301dc53e2ad1afc8d50ac7639e75617bbd6496382c,phase7_wo_tp_corridor_2400m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
wo_co,corridor_2400m,30,50,300,296,4,0.9866666666666667,1.9767377352169633,1.5417362434183137,1.6008157956679652,0.1983820916360804,5.497800685911461,6.192265010086832,0.296149875189284,0.30223836176290886,0.12728963144263775,0.09204899962444806,0.49004877924688234,0.5269409506573272,1.8917582203177923,0.005544645859722121,0.0794348690394491,300,0,0.0,4,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_corridor_2400m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed50.json,3f35e685bc857551fa852b1687901958f33f4a2609378ab5882869e38dfe0763,4e25265
CoTOP,corridor_2400m,30,51,300,292,8,0.9733333333333334,2.1544712814666696,1.7126604749637013,1.594637549288354,0.39144910509598385,5.674901069641845,6.3170709892624926,8.008009515275802,7.5630363313291085,2.6225559437919466,3.8271445498560333,12.354704669544967,13.276631630049094,2.0489904611940317,0.004771726598249432,0.10070909367438885,0,300,1.0,8,0,b59c48faaf393cec11873716262fc76ef80df159c12ed0ae999a026597f00f3e,phase7_CoTOP_corridor_2400m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
DDQN,corridor_2400m,30,51,300,293,7,0.9766666666666667,2.0503798920880083,1.6494547235352632,1.6209236950287202,0.1902456561155239,5.608236288635227,6.332321967821914,3.6179876936103907,0.4432964419023103,4.623788541529963,0.09489802545514293,12.85841697753536,17.39212127703822,2.0050902429773774,0.005152670694482861,0.040136978416148356,128,172,0.5733333333333334,7,0,78561298a2ba4639c927daff0d736ea63156465734653b356a54c9ed7098f8ad,phase7_DDQN_corridor_2400m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w30_seed42\checkpoint.pt,81e4754965ddc355df96e0be68e1bef03c5e9b4342b5be6a4267115f337f1ee9,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
Local,corridor_2400m,30,51,300,293,7,0.9766666666666667,2.054685619954997,1.670291176284774,1.6166717466251734,0.18750019917637928,5.592387006610794,6.190897681082587,0.2884131972037155,0.29015401720090095,0.1332013020000505,0.08893449292609092,0.49910758959479956,0.5543968385130886,1.9717944980133104,0.005373905044471648,0.07751721689721496,300,0,0.0,7,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_corridor_2400m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
Greedy,corridor_2400m,30,51,300,293,7,0.9766666666666667,2.0594880856998192,1.6395785948927617,1.62164866110361,0.23213063718415095,5.6272362249309165,6.319854706978397,7.119767867363808,6.953182846725505,4.43808470617341,0.18098209581168867,15.008629236102152,17.33122606330207,2.0401080447149114,0.004791900943454596,0.014588140041453323,47,253,0.8433333333333334,7,0,2ede4f8a067d71931b85189f2ee4ef4289b7b06d2c7c5790147031b4b746dbea,phase7_Greedy_corridor_2400m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
wo_md,corridor_2400m,30,51,300,292,8,0.9733333333333334,2.1544712814666696,1.7126604749637013,1.594637549288354,0.39144910509598385,5.674901069641845,6.3170709892624926,8.008009515275802,7.5630363313291085,2.6225559437919466,3.8271445498560333,12.354704669544967,13.276631630049094,2.0489904611940317,0.004771726598249432,0.10070909367438885,0,300,1.0,8,0,b59c48faaf393cec11873716262fc76ef80df159c12ed0ae999a026597f00f3e,phase7_wo_md_corridor_2400m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
wo_tp,corridor_2400m,30,51,300,292,8,0.9733333333333334,2.1544712814666696,1.7126604749637013,1.594637549288354,0.39144910509598385,5.674901069641845,6.3170709892624926,8.008009515275802,7.5630363313291085,2.6225559437919466,3.8271445498560333,12.354704669544967,13.276631630049094,2.0489904611940317,0.004771726598249432,0.10070909367438885,0,300,1.0,8,0,b59c48faaf393cec11873716262fc76ef80df159c12ed0ae999a026597f00f3e,phase7_wo_tp_corridor_2400m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w30_seed42\checkpoint.pt,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
wo_co,corridor_2400m,30,51,300,293,7,0.9766666666666667,2.054685619954997,1.670291176284774,1.6166717466251734,0.18750019917637928,5.592387006610794,6.190897681082587,0.2884131972037155,0.29015401720090095,0.1332013020000505,0.08893449292609092,0.49910758959479956,0.5543968385130886,1.9717944980133104,0.005373905044471648,0.07751721689721496,300,0,0.0,7,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_corridor_2400m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w30_seed51.json,2c83e6ad70a1baafe076027efd90eedb920bd15c68576b493245a360ed83013f,4e25265
CoTOP,corridor_2400m,40,42,400,395,5,0.9875,2.100907265404109,1.7437024352658905,1.5587475793011538,0.2257827698637935,5.270979842808264,6.354024198867233,4.150228334564739,0.39149509519090714,5.687462986356825,0.10727615799049925,15.089220997942753,17.309105326949485,2.011421801387568,0.005447142135617272,0.08403832188092387,0,400,1.0,5,0,0922d292ffaca92e7957636fe143efe4da05ae4bbca6dc2a8cbd19dd605016b8,phase7_CoTOP_corridor_2400m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
DDQN,corridor_2400m,40,42,400,397,3,0.9925,2.0599817203407507,1.712476062424041,1.5459020396430145,0.20551348466572023,5.191507016481359,6.334204480572721,4.731987895160875,4.539051561501225,4.6442558529036155,0.11917848938410026,13.621696587744248,17.243060204877196,2.0172393969935296,0.005180118943563874,0.03756220440365728,97,303,0.7575,3,0,bc7b7587cc7d5f8741f2de5d42cdc2121f87a2ccc0c2c8affce99c4f95f40f09,phase7_DDQN_corridor_2400m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\DDQN\corridor_2400m_w40_seed42\checkpoint.pt,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
Local,corridor_2400m,40,42,400,397,3,0.9925,2.084423549929313,1.7123532225227205,1.5337776747234915,0.25090415513916636,5.165586461978737,6.243443161575346,0.2963309984027338,0.3063683280758902,0.1303904651651882,0.09700164555183867,0.5028176425976665,0.548969922565122,1.9728828280259478,0.005532043402449487,0.10600867850091522,400,0,0.0,3,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_corridor_2400m_w40_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
Greedy,corridor_2400m,40,42,400,396,4,0.99,2.060307082976175,1.7143150874508521,1.5438690088452809,0.22022827325110936,5.18488124984141,6.331711175469734,7.163616852338089,7.1613121593312625,4.152339462667686,0.18464532619071,14.329343468889373,17.153271425363037,2.0415556865653017,0.00498514717495453,0.013766249235919216,57,343,0.8575,4,0,c7441723f4dcdb548a00dc7e7e3a12e26445770fcff7b181e240f6402594f4b9,phase7_Greedy_corridor_2400m_w40_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
wo_md,corridor_2400m,40,42,400,395,5,0.9875,2.100907265404109,1.7437024352658905,1.5587475793011538,0.2257827698637935,5.270979842808264,6.354024198867233,4.150228334564739,0.39149509519090714,5.687462986356825,0.10727615799049925,15.089220997942753,17.309105326949485,2.011421801387568,0.005447142135617272,0.08403832188092387,0,400,1.0,5,0,0922d292ffaca92e7957636fe143efe4da05ae4bbca6dc2a8cbd19dd605016b8,phase7_wo_md_corridor_2400m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
wo_tp,corridor_2400m,40,42,400,395,5,0.9875,2.100907265404109,1.7437024352658905,1.5587475793011538,0.2257827698637935,5.270979842808264,6.354024198867233,4.150228334564739,0.39149509519090714,5.687462986356825,0.10727615799049925,15.089220997942753,17.309105326949485,2.011421801387568,0.005447142135617272,0.08403832188092387,0,400,1.0,5,0,0922d292ffaca92e7957636fe143efe4da05ae4bbca6dc2a8cbd19dd605016b8,phase7_wo_tp_corridor_2400m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\corridor_2400m_w40_seed42\checkpoint.pt,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
wo_co,corridor_2400m,40,42,400,397,3,0.9925,2.084423549929313,1.7123532225227205,1.5337776747234915,0.25090415513916636,5.165586461978737,6.243443161575346,0.2963309984027338,0.3063683280758902,0.1303904651651882,0.09700164555183867,0.5028176425976665,0.548969922565122,1.9728828280259478,0.005532043402449487,0.10600867850091522,400,0,0.0,3,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_wo_co_corridor_2400m_w40_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_corridor_2400m_w40_42.json,06711051f37b7c21eefbdafea3c03d5530fd928862e4ee02b7a2d391bac6c4dd,4e25265
